ApprovalOrderID,AppliedOn,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,Project_CO2e_TPY,Project_CO_TPY,Project_NOx_TPY,Project_PM10_TPY,Project_PM25_TPY,Project_SO2_TPY,Project_VOC_TPY,Project_Total_HAPs_TPY,Source_CO2e_TPY,Source_CO_TPY,Source_NOx_TPY,Source_PM10_TPY,Source_PM25_TPY,Source_SO2_TPY,Source_VOC_TPY,Source_Total_HAPs_TPY
DAQE-AN103670031-24,"July 26, 2024",2024-10-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=148990&contentType=application/pdf,"Asahi Refining USA, Inc.","Asahi Refining USA, Inc.- Precious Metals Refinery(Site ID: 10367)",4601 West 2100 South,West Valley City,UT,84120,Stewart Hogan,(801) 924-6089,stewart.hogan@asahirefining.com,415495,4508700,12,NAD83,3339,"Asahi Refining USA, Inc. (Asahi) currently operates a precious metals refinery in West Valley City, Salt Lake County. Mined doré and scrap are melted and tested for purity using small electric induction furnaces and then separated depending on gold and silver content. Separation is achieved by using various inorganic chemicals and electrolytic methods. Silver is poured into anode molds and then placed into the electrolytic cells. The cells contain silver nitrate solution, and the low voltage current causes silver crystal to form onto a cathode plate. The silver crystal is scraped off and collected.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Salt Lake County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines DAQE-AN103670031-24 Page 4","Asahi has requested to add one (1) new electric tilt furnace. The new electric tilt furnaces will have the same control technologies as the existing electric tilt furnaces: a nanofilter baghouse made by UAS or the combination of the venturi scrubber, WESP II, and scrubber #359. Asahi is not requesting to increase any production and/or operational limits. No emissions are increasing as a result of the new electric furnace. Equipment ID # II.A.15 has been updated to reflect the additional electric tilt furnace. Asahi is also requested to add one (1) EPA-certified, 850 horsepower (550 kW) natural gas-fired emergency generator engine to provide power to the existing scrubbers and other critical equipment during a loss of line power.",0.0,0.07,0.04,0.0,0.0,0.0,0.07,0.02,994.7,0.8,4.35,2.01,2.01,6.11,0.16,1.27
DAQE-AN103030032-25,"November 30, 2022",2025-05-21,https://daqpermitting.utah.gov/DocViewer?IntDocID=155229&contentType=application/pdf,Ash Grove Cement Company,Ash Grove Cement Company- Leamington Cement Plant(Site ID: 10303),Hwy 132,Leamington,UT,84638,Cody Watkins,(385) 225-0615,cody.watkins@ashgrove.com,397000,4380100,12,NAD83,3241,"Ash Grove Cement Company (Ash Grove) operates the Leamington cement manufacturing plant in Juab County, Utah. Cement is produced when inorganic raw materials, primarily limestone (quarried on site), are correctly proportioned, ground and mixed, and then fed into a rotating kiln. The kiln alters the materials and recombines them into small stones called cement clinker. The clinker is cooled and ground with gypsum and additional limestone into a fine powdered cement. The final product is stored on-site for later shipping. The major sources of air emissions are from the combustion of fuels for the kiln operation, from the kiln, and from the clinker cooling process. The Leamington cement plant is a major source for emissions of PM2.5, PM10, NOx, CO, HAPs, and GHG. It is a minor source of SO2 emissions.",Major PSD Modification,Located in Attainment Area Millard County Airs Source Size: A,"NSPS (Part 60), A: General Provisions NSPS (Part 60), Y: Standards of Performance for Coal Preparation and Processing Plants NSPS (Part 60), OOO: Standards of Performance for Nonmetallic Mineral Processing Plants MACT (Part 63), A: General Provisions DAQE-AN103030032-25 Page 4 MACT (Part 63), LLL: National Emission Standards for Hazardous Air Pollutants From the Portland Cement Manufacturing Industry Title V (Part 70) Major Source","With the Leamington Plant Upgrade Project, Ash Grove is proposing to increase fuel and energy efficiency in its kiln system and throughout the plant to produce more low-carbon cement. Ash Grove has proposed multiple changes: 1. Kiln system - replace portions of the preheater tower, various mechanical upgrades; 2. Upgrading the SNCR system - adding injection ports and increasing ammonia use; 3. Modified clinker cooler; 4. New finish mill; 5. New rail and truck loading/unloading; 6. Improvements in existing baghouses; and 7. Changes in fugitive emissions. These changes result in increases in actual emissions but decreases in most potential emissions. There will be an increase in the potential emissions of VOCs and greenhouse gases.",14975.0,-9631.0,,-33.21,-117.27,-146.53,12.69,11.1,1067984.0,3414.0,,203.15,113.47,45.87,72.07,43.08
DAQE-AN160190002-25,"August 8, 2024",2025-01-15,https://daqpermitting.utah.gov/DocViewer?IntDocID=151958&contentType=application/pdf,Ash Grove Cement Company,Ash Grove Cement Company- Tooele Pozzolans Processing Plant(Site ID: 16019),1345 K Avenue,Tooele,UT,84074,Andrew McKane,(385) 454-4827,andrew.mckane@ashgrove.com,387028,4487766,12,NAD83,1429,"Ash Grove Cement Company (Ash Grove) owns and operates a facility that processes volcanic ash (pozzolans) for use in the concrete industry. The facility receives wet ash product, where it is dried, processed, and sorted to proper size for resale. The facility will produce up to 384,200 tons of pozzolan per year.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA Tooele County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), OOO: Standards of Performance for Nonmetallic Mineral Processing Plants NSPS (Part 60), UUU: Standards of Performance for Calciners and Dryers in Mineral Industries Title V (Part 70) Area Source DAQE-AN160190002-25 Page 4","The source has requested the following changes to the AO: 1. Ownership change from Geofortis Utah, LLC to Ash Grove Cement Company. 2. Add one (1) storage silo with a bin vent filter, bringing the total to three (3) storage silos. 3. Remove the requirement to use dust collectors for processes involving saturated material. 4. Add one (1) loadout spout, bringing the total to two (2) loadout spouts. 5. Add a backup feed conveyor to the dryer. 6. Remove the 50-kW emergency generator engine from the permitted equipment.",-3.0,-0.09,-0.05,0.0,0.0,0.0,0.0,0.0,16847.0,11.72,16.62,7.5,7.13,0.08,0.77,0.26
DAQE-AN0102730001-08,,2008-07-27,https://daqpermitting.utah.gov/DocViewer?IntDocID=120380&contentType=application/pdf,Ashdown Brothers Construction,Ashdown Brothers Construction- Asphalt Plant Crusher Concrete Plant(Site ID: 10273),1134 N. Lund Hwy,Cedar City,UT,84721,,(435) 586-1138,ehe@utah.gov,,,,NAD27,,"Ashdown Brothers Construction operates aggregate, asphalt and concrete plants near Cedar City, Utah, in Iron County. The company has requested modifications to their Approval Order (",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN113090012-24,"November 28, 2023",2024-10-09,https://daqpermitting.utah.gov/DocViewer?IntDocID=149113&contentType=application/pdf,Asphalt Systems Incorporated,Asphalt Systems Incorporated - Asphalt Mixing Plant(Site ID: 11309),<br />2775 West 1500 South,Salt Lake City,UT,84104,David Walker,(435) 764-3682,dwalker@asphaltsystemsinc.com,419020,4510020,12,NAD83,2951,"Asphalt Systems Incorporated (ASI) operates an asphalt mixing plant in Salt Lake City for road surfacing and parking lots. Asphalt cement and naphtha are brought in by tanker trucks, and gilsonite is brought in by pneumatic trailers. Asphalt cement is mixed with naphtha, surfactant, gilsonite, and other materials in the blend tanks to produce asphalt products, which are stored in the storage tanks and are ready to be loaded into containers for sale to customers. ASI shall not produce more than 5,217,168 gallons of asphalt emulsion, 1,752,778 gallons of cutback asphalt, and 2,830,710 gallons of gilsonite modified asphalt cement per rolling 12-month period.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Salt Lake County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 DAQE-AN113090012-24 Page 4","ASI has requested a modification to AO DAQE-AN113090011-23 to: 1. Add fifteen (15) new tanks, including Tanks 620a, 630a, 108, 109, 110, 610, 700, 710, 720, 730, Reclaimer 2, and Railcar Tanks 3, 4, 5, and 6. 2. Add one (1) new dust collector. The dust collector will control the updated gilsonite handling system. 3. Add two (2) natural gas-fired heaters, each rated at 4.9 MMBtu/hr. 4. Remove nine (9) tanks, including tanks 212, 220, 230, 240, 250, 310, 610, M-1, and M-2. 5. Remove the dust seal coat and slate dust collector. ASI has also requested to reduce production limits as follows: asphalt emulsion from 6,000,000 to 5,217,168 gallons, cutback asphalt from 3,500,000 to 1,752,778 gallons, and asphalt cement from 2,850,000 to 2,830,710 gallons. In addition, ASI has recalculated and updated its PTE.",5094.0,5.17,,5.97,5.81,0.03,-32.26,0.03,8907.0,6.2,,5.98,5.82,0.04,16.0,0.37
DAQE-AN104200009-17,,2017-04-12,https://daqpermitting.utah.gov/DocViewer?IntDocID=100645&contentType=application/pdf,Atlas Roofing Corporation,Atlas Molded Products - Expanded Polystyrene Mfg. Plant(Site ID: 10420),111 W. Fireclay Ave.,Murray,UT,84107,,(920) 322-6317,bcurran@achfoam.com,424500,4503200,12,,3086,ACH Foam Technologies (ACH) has requested an Administrative Amendment to AO,Administrative Amendment,,,,,,,,,,,,,,,,,,,
DAQE-AN100260014-17,"April 12, 2017",2017-08-08,https://daqpermitting.utah.gov/DocViewer?IntDocID=103018&contentType=application/pdf,"Autoliv ASP, Incorporated",Autoliv ASP Inc.- Airbag Initiator Manufacturing Facility(Site ID: 10026),1360 North 1000 West,Tremonton,UT,84337,,(435) 257-4024,jared.hyde@autoliv.com,402100,4620600,12,,3714,Autoliv ASP Inc. (Autoliv) has requested a modification to its AO,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN100300036-21,"January 19, 2021",2021-07-08,https://daqpermitting.utah.gov/DocViewer?IntDocID=124873&contentType=application/pdf,"Autoliv ASP, Incorporated",Autoliv ASP Inc.- Promontory Pyrotechnic Processing Facility(Site ID: 10030),16700 West Highway 83,Promontory,UT,84302,,(435) 339-3871,,381500,4614316,12,NAD83,3714,"Autoliv ASP Inc. (Autoliv) owns and operates an airbag inflator processing facility in Promontory, Utah. The source grinds and mixes raw materials to form the pyrotechnical materials, which are used in the automotive airbags they sell. The raw materials are highly explosive. The processes are divided up as follows: raw materials weigh up; slurry the raw materials; spray drying the materials; tablet pressing the materials; and then collecting the tablets, for assembly into the finished airbag inflator canisters. The inflator canisters are shipped to a separate facility for further processing. 23 buildings are used to create the finished product from this site.",Minor Modification at Minor Source,Located in Salt Lake City UT PM2.5 NAA Box Elder County Airs Source Size: B,"MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), CCCCCC: National Emission Standards for Hazardous Air Pollutants for Source Category: Gasoline Dispensing Facilities DAQE-AN100300036-21 Page 4","Autoliv has requested several additions to the existing approval order, as well as some administrative changes. The following changes have been made: 1. Added four (4) production lines producing automated igniters; 2. Added two (2) emergency generators, rated 453 HP and 380 HP respectively; 3. Added eight (8) storage tanks with various capacities, storing diesel and gasoline; 4. Updated five (5) existing 8.2 MMBtu/hr boilers to 7.8 MMBtu/hr boilers; 5. Added two (2) existing cooling towers; and 6. Made minor administrative edits and removed the monthly production limit in condition II.B.6.a",39840.0,-0.49,-3.44,2.65,2.65,0.08,0.24,-0.01,45840.0,62.1,18.04,25.87,25.87,5.5,67.07,0.52
DAQE-AN141670010-24,"November 13, 2023",2024-08-28,https://daqpermitting.utah.gov/DocViewer?IntDocID=148252&contentType=application/pdf,"Autoliv ASP, Incorporated","Autoliv ASP, Incorporated - Ogden Airbag Module Facility(Site ID: 14167)",1000 West 3300 South,Ogden,UT,84401,Brian Boudreaux,(801) 664-6166,brian.boudreaux@autoliv.com,415871,4562103,12,NAD83,3799,"Autoliv ASP, Incorporated (Autoliv) module facility manufactures automobile airbags for use in cars and trucks. Airbag components are inflators, cushions, and covers, which are made in several buildings. The molding building contains an injection molding process that makes the airbag covers. Molded airbag covers are formed and then painted. The assembled pieces of each airbag are then assembled and shipped to the automobile manufacturers.",Administrative Amendment,"Located in Ogden City CO Maintenance Area, Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA Weber County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions DAQE-AN141670010-24 Page 4 MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines","The source has requested to amend DAQE-AN141670008-20, dated March 16, 2020, to reduce the VOC emission rate below the ozone major source thresholds of 50 tons/yr. Autoliv will reduce the amount of VOC containing chemicals used in the manufacture of VOC emissions from 71.42 tons/yr to 48.50 tons/yr. The associated HAPs emissions will not change. The use of natural gas, propane, diesel fuel, gasoline, and abrasive blasting media in use at the Ogden plant will remain the same.",0.0,0.0,0.0,0.0,0.0,0.0,-22.86,0.0,8363.0,52.62,21.52,4.05,4.05,0.39,48.56,20.64
DAQE-AN114600011-21,"February 4, 2020",2021-09-09,https://daqpermitting.utah.gov/DocViewer?IntDocID=125867&contentType=application/pdf,"Autoliv ASP, Incorporated",Autoliv North America-Airbag Inflator Facility(Site ID: 11460),250 North American Way,Brigham City,UT,84302,,(435) 734-6849,,414000,4596300,12,NAD83,3714,"Autoliv North America (Autoliv) manufactures inflators used in automotive air bags at a manufacturing plant in Brigham City. Inflators generate gas to inflate airbags by gas-generating tablets, stored gas, or a combination of both. Tablet loading stations are situated on the manufacturing line with pressure release stacks over the loading stations in the event of an ignition to protect personnel and the facility. The stacks are vented through the ceiling and are only in place in the event of an accidental ignition of tablets. The stored gas inflator lines consist of filling inert gas under pressure into an inflator. When the inert gas is rapidly released, the air bag will fill with gas and perform as designed. Inert gases are stored in large outside tanks and the gas is delivered in pressurized lines to production locations. The IBC facility performs quality and environmental testing on inflators as required by the customer. The quality testing area deploys inflators in an enclosed vessel to measure gas pressure and quality. The environmental testing area conditions inflators in cooling and heating chambers to evaluate the effect of environmental conditions on inflator performance.",Minor Modification at Minor Source,Located in Salt Lake City UT PM2.5 NAA Box Elder County Airs Source Size: B,"NSPS (Part 60), A: General Provisions NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: NESHAP for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), CCCCCC: NESHAP for Source Category: Gasoline Dispensing Facilities DAQE-AN114600011-21 Page 4","Autoliv has requested to add the following equipment to the AO: 1. One (1) natural gas emergency engine rated 146 kW 2. One (1) 250-gallon gasoline dispensing tank 3. One (1) 250-gallon diesel dispensing tank In addition, an estimate was made for greenhouse gases at the facility and this total was incorporated into the permit.",2.0,1.47,1.56,0.04,0.04,0.04,0.29,0.03,1668.0,18.44,4.32,0.82,0.82,0.1,12.76,5.87
DAQE-AN144240001-11,"September 19, 2011",2011-11-23,https://daqpermitting.utah.gov/DocViewer?IntDocID=53053&contentType=application/pdf,Avail Valley Construction,Avail Valley Construction-Portable Aggregate Processing Plant(Site ID: 14424),Not permanently based at a site,Portable Source,UT,,,(307) 885-0600,ahumpherys@utah.gov,,,,,,"Kilroy LLC has requested a new AO for the purpose of operating portable equipment that belongs to the non-metallic mineral processing industry, including aggregate processing plants. Sets of equipment chosen from the equipment approved in this AO shall be temporarily operated for a period of not more than 180 operating days in any calendar year at any site. A relocation shall not exceed 365 consecutive days at any location in the State of Utah. Prior to commencement of operation at a site, the source shall submit a Notice of Temporary Relocation to the Executive Secretary. If the plant operates at a site in compliance with the AO, the Notice of Temporary Relocation, and the Temporary Relocation Approval Letter, dispersion modeling results have determined that there will be no adverse impacts on air quality at the nearest residence or commercial establishment. Compliance with the opacity limits and various operating practices listed in the conditions of the AO shall be considered as application of BACT. The emission control measures listed in the conditions of this AO shall apply to all of the sites at which the equipment approved by this AO operates. The source may be required to adopt additional measures for controlling emissions to address site-specific concerns. This AO shall indicate whether the equipment is subject to NSPS, 40 CFR Part 60, Subpart OOO, Subpart IIII, or MACT 40 CFR 63, Subpart ZZZZ. The Temporary Relocation Approval Letter, which the source is required to possess prior to operation, shall list the allowable emissions and/or production limits for the relocation. This AO limits the source to emissions that are below the major source threshold, making it a ""Synthetic Minor"" source. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Kilroy LLC 132 Rocky Road PO Box 729 Afton, WY 83110 Permitted Location: Portable Aggregate Processing Equipment Not permanently based at a site Portable Src, UT",Modification,,,,,,,,,,,,,,,,,,,
,,2023-06-14,https://daqpermitting.utah.gov/DocViewer?IntDocID=137721&contentType=application/pdf,B.J. Rees's Enterprise,B.J. Rees's Enterprise - Pace Pit(Site ID: 16097),1600 S. West Hoytsville Road,Wanship,UT,84017,,,,,,,,,,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN110430002-25,"October 7, 2024",2025-01-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=151886&contentType=application/pdf,B.J. Rees's Enterprise,B.J. Rees's Enterprise- Portable Equipment based at Coalville Pit(Site ID: 11043),,Portable Source,UT,,Robert Wadman,(435) 336-1053,rwadman@reescoms.com,,,,,1442,"B.J. Rees's Enterprise has requested an AO for a portable source. This AO is issued to B.J. Rees's Enterprise for the purpose of operating a portable source that belongs to the nonmetallic mineral processing industry, including aggregate plants. The plants subject to this AO shall be temporarily operated for a period of not more than 180 working days at any location. A relocation shall not exceed 365 consecutive days at any location in the State of Utah. Prior to commencement of operation at a location, the owner/operator shall submit a Notice of Temporary Relocation to the Director and obtain a Temporary Relocation Approval Letter. If the owner/operator operates at a location in compliance with the AO, the Notice of Temporary Relocation, and the Temporary Relocation Approval Letter, dispersion modeling results have determined that there will be no adverse impacts on air quality at the nearest residence or commercial establishment. Compliance with the opacity limits and operating practices contained in the conditions of the AO shall be considered as application of BACT. The emission control measures required in the conditions of this AO shall apply to all of the locations at which the source approved by this AO operates. The source may be required to adopt additional measures for controlling emissions to address location-specific concerns.",Minor Modification at Minor Source,Portable Source County Airs Source Size: SM DAQE-AN110430002-25 Page 4,"NSPS (Part 60), A: General Provisions NSPS (Part 60), OOO: Standards of Performance for Nonmetallic Mineral Processing Plants NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines Title V (Part 70) Area Source",".................................................................................................................. 4 SECTION I: GENERAL PROVISIONS .................................................................................... 4 SECTION II: PERMITTED EQUIPMENT .............................................................................. 5 SECTION II: SPECIAL PROVISIONS ..................................................................................... 5 PERMIT HISTORY ................................................................................................................... 10 ACRONYMS ............................................................................................................................... 11  GENERAL INFORMATION CONTACT/LOCATION INFORMATION Owner Name Source Name B.J. Rees's Enterprise B.J. Rees's Enterprise - Portable Equipment based at Coalville Pit Mailing Address Physical Address 1045 South Hoytsville Road Portable Source, UT Coalville, UT 84017 Source Contact Name: Robert Wadman Phone: (435) 336-1053 Email: rwadman@reescoms.com SIC code 1442 (Construction Sand & Gravel) SOURCE INFORMATION General Description B.J. Rees's Enterprise has requested an AO for a portable source. This AO is issued to B.J. Rees's Enterprise for the purpose of operating a portable source that belongs to the nonmetallic mineral processing industry, including aggregate plants. The plants subject to this AO shall be temporarily operated for a period of not more than 180 working days at any location. A relocation shall not exceed 365 consecutive days at any location in the State of Utah. Prior to commencement of operation at a location, the owner/operator shall submit a Notice of Temporary Relocation to the Director and obtain a Temporary Relocation Approval Letter. If the owner/operator operates at a location in compliance with the AO, the Notice of Temporary Relocation, and the Temporary Relocation Approval Letter, dispersion modeling results have determined that there will be no adverse impacts on air quality at the nearest residence or commercial establishment. Compliance with the opacity limits and operating practices contained in the conditions of the AO shall be considered as application of BACT. The emission control measures required in the conditions of this AO shall apply to all of the locations at which the source approved by this AO operates. The source may be required to adopt additional measures for controlling emissions to address location-specific concerns. NSR Classification Minor Modification at Minor Source Source Classification Portable Source County Airs Source Size: SM  Applicable Federal Standards NSPS (Part 60), A: General Provisions NSPS (Part 60), OOO: Standards of Performance for Nonmetallic Mineral Processing Plants NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines Title V (Part 70) Area Source Project Description The owner/operator has requested an AO for a portable source. The portable source belongs to the nonmetallic mineral processing industry, including aggregate processing plants and stationary diesel-fired engines. SECTION I: GENERAL PROVISIONS I.1 All definitions, terms, abbreviations, and references used in this AO conform to those used in the UAC R307 and 40 CFR. Unless noted otherwise, references cited in these AO conditions refer to those rules. [R307-101] I.2 The limits set forth in this AO shall not be exceeded without prior approval. [R307-401] I.3 Modifications to the equipment or processes approved by this AO that could affect the emissions covered by this AO must be reviewed and approved. [R307-401-1] I.4 All records referenced in this AO or in other applicable rules, which are required to be kept by the owner/operator, shall be made available to the Director or Director's representative upon request, and the records shall include the two-year period prior to the date of the request. Unless otherwise specified in this AO or in other applicable state and federal rules, records shall be kept for a minimum of two (2) years. [R307-401-8] I.5 At all times, including periods of startup, shutdown, and malfunction, owners and operators shall, to the extent practicable, maintain and operate any equipment approved under this AO, including associated air pollution control equipment, in a manner consistent with good air pollution control practice for minimizing emissions. Determination of whether acceptable operating and maintenance procedures are being used will be based on information available to the Director which may include, but is not limited to, monitoring results, opacity observations, review of operating and maintenance procedures, and inspection of the source. All maintenance performed on equipment authorized by this AO shall be recorded. [R307-401-4] I.6 The owner/operator shall comply with UAC R307-107. General Requirements: Breakdowns. [R307-107] I.7 The owner/operator shall comply with UAC R307-150 Series. Emission Inventories. [R307-150]  SECTION II: PERMITTED EQUIPMENT II.A THE APPROVED EQUIPMENT II.A.1 Portable Source Including: Aggregate Processing Equipment and Diesel-Fired Engines II.A.2 Aggregate Processing Plants These plants may be subject to NSPS Subpart OOO Requirements. These plants include: A. Crushers B. Screens C. Wash Plants D. Conveyors, Feeders, Hoppers, and Stackers II.A.3 Stationary Diesel-Fired Engines These stationary engines produce mechanical or electrical power to operate the plants in this AO. These stationary engines are subject to MACT Subpart ZZZZ Requirements. These stationary engines may be subject to NSPS Subpart IIII Requirements. II.A.4 Storage Tanks Contents include: A. Diesel Fuel B. On-Specification Used Oil C. Gasoline D. Propane SECTION II: SPECIAL PROVISIONS II.B REQUIREMENTS AND LIMITATIONS II.B.1 Notice of Temporary Relocation: II.B.1.a The owner/operator shall submit a Notice of Temporary Relocation and obtain a Temporary Relocation Approval Letter prior to operating a portable source at any location. [R307-401-8]  II.B.1.a.1 Notices of Temporary Relocation shall include the following information (Form 15a is available from the DAQ): A. The address and driving directions of the proposed location B. A list of the equipment to be operated at the proposed location, including: 1) The type of equipment 2) The rated capacity of the equipment 3) The date of manufacture of the equipment. C. A site diagram showing the general equipment location on site (to scale), and the distance to the nearest houses, barns, or commercial operations (to scale if the plant boundary is located within one (1) mile of these buildings) D. The expected startup and completion dates for operating at the proposed location E. The expected hours of operation, including start and stop times F. The emission control measures that the owner/operator proposes to adopt for each emission point at each location, including an FDCP specific to the proposed location G. A reference to this AO. [R307-401-8] II.B.2 Temporary Relocation Approval Letter: II.B.2.a The owner/operator shall operate and conduct its operations of the aggregate processing plants, the concrete batch plants, the hot mix asphalt plants, and the diesel-fired engines in accordance with the terms and conditions of this AO and the terms and conditions of the Temporary Relocation Approval Letter issued by the Director for each relocation. In the case of any discrepancy between the conditions of this AO and the Temporary Relocation Approval Letter, the owner/operator shall comply with the site-specific requirements in the Temporary Relocation Approval Letter. [R307-401-8] II.B.2.a.1 Portable sources that plan to relocate to a stationary source listed in the Utah PM10 or PM2.5 State Implementation Plan (SIP) shall comply with the standards and adopt the control strategies listed in the PM10 or PM2.5 SIP for the stationary source in addition to the requirements of this AO and the Temporary Relocation Approval Letter. [R307-401-8] II.B.3 Operations at Temporary Locations: II.B.3.a The owner/operator may temporarily relocate this portable source to any temporary location. The temporary relocation shall not exceed 180 working days and shall not exceed 365 consecutive days. If a temporary relocation is expected to exceed 180 working days, the owner/operator shall submit an NOI in accordance with R307-401 for a permanent source and obtain a valid AO prior to the end of the 180 working days. [R307-401-17] II.B.3.a.1 The owner/operator shall keep and maintain the following records on site: A. The initial relocation date at each location B. Working days at each location C. Consecutive days at each location. [R307-401-17]  II.B.3.a.2 The owner/operator shall submit records of the working days at each site and the consecutive days at each site to the Director at the end of each 180 calendar days. [R307-401-17] II.B.3.b The owner/operator shall not exceed the daily production limit specified in the Temporary Relocation Approval Letter. [R307-401-8] II.B.3.b.1 The daily production shall be determined by belt scale records, scale house records, vendor receipts, or by any other method as acceptable to the Director or the Director's representative. [R307-401-8] II.B.3.b.2 The owner/operator shall keep and maintain the following production records on site for all periods that the portable source is in operation at any location: A. The date production occurs at each location B. The production for that date at each location C. The total production at each location. [R307-401-8] II.B.3.b.3 The owner/operator shall submit records of the actual production rate to the Director at the end of each 180 calendar days. [R307-401-17] II.B.3.c The owner/operator shall only operate between 6:00 am and 10:00 pm each day. The hours of operation may be altered upon approval of the Director; however, any request for a change in these hours shall include modeling showing that all NAAQS are met. [R307-401-8] II.B.3.c.1 The owner/operator shall keep and maintain the following records of operation for all periods that the portable source is in operation at any location: A. The time operations began each day at each location B. The time operations ended each day at each location. [R307-401-8] II.B.3.d Unless otherwise specified in this AO, the owner/operator shall not allow visible emissions from any installation of this AO to exceed 20 percent opacity. [R307-201-3, R307-305-3] II.B.3.d.1 Unless otherwise specified in this AO, opacity observations of emissions from stationary sources shall be conducted according to 40 CFR 60, Appendix A, Method 9. [R307-201-3, R307-305-3] II.B.4 Emission Estimates and Emissions Inventory: II.B.4.a The owner/operator shall estimate the actual emissions that resulted from operating at each location. These emissions shall be summarized for each piece of equipment, each source of fugitive dust, and each source of fugitive emissions at the completion of operation at each location. The Director may require a",40.0,,,10.0,2.5,,,,98.0,,,10.0,2.5,,,
DAQE-AN103770013-22,"November 12, 2021",2022-06-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=131266&contentType=application/pdf,BD Medical,BD Medical(Site ID: 10377),9450 South State Street,Sandy,UT,84070,,(801) 304-3930,,424505,4492433,12,NAD83,3841,"BD Medical is a medical device manufacturing facility in Salt Lake County. The facility manufactures intravenous therapy catheters, medical devices for infusion therapy, surgical scrub brushes, and antimicrobial soap. The facility also includes sterilization of medical devices on site. Emissions are from various manufacturing lines, the combustion of VOCs, emergency diesel engines, and ethylene oxide sterilization.",Administrative Amendment,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Salt Lake County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), O: Ethylene Oxide Emissions Standards for Sterilization Facilities MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines","BD Medical has requested to reduce ethylene oxide use and to install an Advanced Air Technology (AAT) Dry Bed System to reduce fugitive emissions from the sterilization process and post-sterilization  storage. The source requested to reduce ethylene oxide use from 456,000 pounds per year to 213,300 pounds per year (II.B.3.a). Additionally, conditions under II.B.5 were added to ensure the proposed reduced emission rates are met as a result of the AAT installation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,20285.0,13.23,16.76,5.71,6.14,0.76,31.34,2.13
